,hostname,ip,tag,message,group,container_timestamp,alarm_type,event_type,event_info,description,@timestamp
10,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY0, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=quit, LocalIp=10.1.254.242)",WAN,2025-05-06T21:00:35.831Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:00:35-0300
11,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/LOGOUT(s):CID=0x80ca2713;The user succeeded in logging out of VTY0. (UserType=SSH, UserName=suporte, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, Reason=the user inputted quit command, LocalIp=10.1.254.242)",WAN,2025-05-06T21:00:35.887Z,CID=0x80ca2713,LOGOUT,,,2025-05-06T21:00:35-0300
12,WAN-RJ-ION-02,10.255.128.28,SSH,"%%01SSH/5/SSH_USER_LOGOUT(s):CID=0x80930466;The SSH user logged out. (ServiceType=stelnet, LogoutReason=CAML requested disconnection, UserName=suporte, UserAddress=10.19.128.234, LocalAddress=10.1.254.242, VPNInstanceName=__LOCAL_OAM_VPN__)",WAN,2025-05-06T21:00:36.126Z,CID=0x80930466,SSH_USER_LOGOUT,,,2025-05-06T21:00:36-0300
13,WAN-RJ-CIR-02,10.255.128.178,BGP,"%%01BGP/2/bgpBackwardTransition_active(l):CID=0x801304e9-alarmID=0x0879000f;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.106.185, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-mda-spk-devqa-us-east1-02)",WAN,2025-05-06T21:00:43.923Z,CID=0x801304e9-alarmID=0x0879000f,bgpBackwardTransition_active,,,2025-05-06T21:00:43-0300
14,WAN-RJ-CIR-02,10.255.128.178,OPS,"%%01OPS/5/OPS_LOGIN(s):CID=0x80b40471;Succeeded in establishing the OPS connection. (ServiceType=embedding-script, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)",WAN,2025-05-06T21:00:44.106Z,CID=0x80b40471,OPS_LOGIN,,,2025-05-06T21:00:44-0300
15,WAN-RJ-CIR-02,10.255.128.178,BGP,"%%01BGP/2/hwBgpBackwardTransition_active(l):CID=0x801304e9-alarmID=0x00f1039c;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.106.185, InstanceId=3, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-mda-spk-devqa-us-east1-02)",WAN,2025-05-06T21:00:46.486Z,CID=0x801304e9-alarmID=0x00f1039c,hwBgpBackwardTransition_active,,,2025-05-06T21:00:46-0300
16,WAN-RJ-CIR-02,10.255.128.178,OPS,"%%01OPS/5/OPS_LOGOUT(s):CID=0x80b40471;The OPS connection was disconnected. (ServiceType=embedding-script, Reason=the client cut the OPS connection, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)",WAN,2025-05-06T21:00:50.104Z,CID=0x80b40471,OPS_LOGOUT,,,2025-05-06T21:00:50-0300
17,WAN-RJ-CIR-02,10.255.128.178,BGP,"%%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304e9-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.106.185, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-mda-spk-devqa-us-east1-02)",WAN,2025-05-06T21:00:56.493Z,CID=0x801304e9-alarmID=0x0879000f-clearType=service_resume,bgpBackwardTransition_clear,,,2025-05-06T21:00:56-0300
18,WAN-RJ-CIR-02,10.255.128.178,BGP,"%%01BGP/2/hwBgpBackwardTransition_clear(l):CID=0x801304e9-alarmID=0x00f1039c-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.106.185, InstanceId=3, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-mda-spk-devqa-us-east1-02) #015",WAN,2025-05-06T21:01:05.504Z,CID=0x801304e9-alarmID=0x00f1039c-clearType=service_resume,hwBgpBackwardTransition_clear,,,2025-05-06T21:01:05-0300
19,WAN-RJ-CIR-02,10.255.128.178,PORT,"%%01PORT/5/hwOutputRateChangeOverThresholdNotice(t):CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220;The output rate change ratio exceeded the threshold. (IfIndex = 189, InterfaceName = GigabitEthernet0/1/45:2, ThresholdPercent = 50, CurrentStatisticalPeriodRate = 1300 Mbit/s, LastStatisticalPeriodRate = 2646 Mbit/s) ",WAN,2025-05-06T21:01:20.811Z,CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220,hwOutputRateChangeOverThresholdNotice,,,2025-05-06T21:01:20-0300
20,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/LOGIN(s):CID=0x80ca2713;The user succeeded in logging in to VTY0. (UserType=SSH, UserName=suporte, AuthenticationMethod=Local-user, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, LocalIp=10.1.254.242)",WAN,2025-05-06T21:01:35.644Z,CID=0x80ca2713,LOGIN,,,2025-05-06T21:01:35-0300
21,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY0, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=screen-length 0 temporary, LocalIp=10.1.254.242)",WAN,2025-05-06T21:01:35.707Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:01:35-0300
22,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY0, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display elabel brief, LocalIp=10.1.254.242)",WAN,2025-05-06T21:01:35.770Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:01:35-0300
23,WAN-RJ-ION-02,10.255.128.28,SSH,"%%01SSH/5/SSH_USER_LOGIN(s):CID=0x80930466;The SSH user succeeded in logging in. (ServiceType=stelnet, UserName=suporte, UserAddress=10.19.128.234, LocalAddress=10.1.254.242, VPNInstanceName=__LOCAL_OAM_VPN__)",WAN,2025-05-06T21:01:36.167Z,CID=0x80930466,SSH_USER_LOGIN,,,2025-05-06T21:01:36-0300
24,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY0, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display esn, LocalIp=10.1.254.242)",WAN,2025-05-06T21:01:36.640Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:01:36-0300
25,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY0, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display interface, LocalIp=10.1.254.242)",WAN,2025-05-06T21:01:36.706Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:01:36-0300
26,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY0, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display interface brief, LocalIp=10.1.254.242)",WAN,2025-05-06T21:01:38.641Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:01:38-0300
27,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY0, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display version, LocalIp=10.1.254.242)",WAN,2025-05-06T21:01:38.708Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:01:38-0300
28,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY0, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=screen-length 0 temporary, LocalIp=10.1.254.242)",WAN,2025-05-06T21:01:38.763Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:01:38-0300
29,WAN-RJ-CIR-01,10.255.128.154,PORT,"%%01PORT/5/hwOutputRateChangeOverThresholdNotice(t):CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220;The output rate change ratio exceeded the threshold. (IfIndex = 132, InterfaceName = GigabitEthernet0/1/45:0, ThresholdPercent = 50, CurrentStatisticalPeriodRate = 982 Mbit/s, LastStatisticalPeriodRate = 2021 Mbit/s) ",WAN,2025-05-06T21:02:36.974Z,CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220,hwOutputRateChangeOverThresholdNotice,,,2025-05-06T21:02:37-0300
30,WAN-RJ-ION-02,10.255.128.28,SSH,"%%01SSH/5/SSH_USER_LOGIN(s):CID=0x80930466;The SSH user succeeded in logging in. (ServiceType=stelnet, UserName=suporte, UserAddress=10.19.128.234, LocalAddress=10.1.254.242, VPNInstanceName=__LOCAL_OAM_VPN__)",WAN,2025-05-06T21:02:44.213Z,CID=0x80930466,SSH_USER_LOGIN,,,2025-05-06T21:02:44-0300
31,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/LOGIN(s):CID=0x80ca2713;The user succeeded in logging in to VTY1. (UserType=SSH, UserName=suporte, AuthenticationMethod=Local-user, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:44.683Z,CID=0x80ca2713,LOGIN,,,2025-05-06T21:02:44-0300
32,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=screen-length 0 temporary, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:44.749Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:44-0300
33,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance BEVrf, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:44.820Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:44-0300
34,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance BordaVrf, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:44.883Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:44-0300
35,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance GLOBO-VRF_PROTECTED, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:44.936Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:44-0300
36,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance MediaConnectVrf, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:44.997Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
37,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance PROD-VRF_DECOM, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.061Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
38,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance PROD-VRF_TRAFSIN, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.115Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
39,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance ParceirosVrf, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.169Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
40,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance Prod_SensVrf, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.226Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
41,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance TransitoVrf, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.271Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
42,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance VRF_EXIB, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.323Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
43,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance VRF_GLOBOSAT, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.380Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
44,WAN-RJ-ION-02,10.255.128.28,SSH,"%%01SSH/5/SSH_USER_LOGOUT(s):CID=0x80930466;The SSH user logged out. (ServiceType=stelnet, LogoutReason=CAML requested disconnection, UserName=suporte, UserAddress=10.19.128.234, LocalAddress=10.1.254.242, VPNInstanceName=__LOCAL_OAM_VPN__)",WAN,2025-05-06T21:02:45.436Z,CID=0x80930466,SSH_USER_LOGOUT,,,2025-05-06T21:02:45-0300
45,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=display ip routing-table vpn-instance VRF_INTERNA, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.683Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
46,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, User=suporte, AuthenticationMethod=Local-user, Command=quit, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.746Z,CID=0x80ca2713,CMDRECORD,,,2025-05-06T21:02:45-0300
47,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/LOGOUT(s):CID=0x80ca2713;The user succeeded in logging out of VTY1. (UserType=SSH, UserName=suporte, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, Reason=the user inputted quit command, LocalIp=10.1.254.242)",WAN,2025-05-06T21:02:45.814Z,CID=0x80ca2713,LOGOUT,,,2025-05-06T21:02:45-0300
48,WAN-RJ-ION-01,10.255.128.26,INFO,%%01INFO/4/hwICLogFileAging(t):CID=0x8060042b-OID=1.3.6.1.4.1.2011.5.25.212.2.2;One log file was deleted due to aging. (LogFileName=1#cfcard:/logfile/pads/pads_1_20250502070725.pads.zip),WAN,2025-05-06T21:03:36.078Z,CID=0x8060042b-OID=1.3.6.1.4.1.2011.5.25.212.2.2,hwICLogFileAging,,,2025-05-06T21:03:36-0300
49,WAN-RJ-ION-01,10.255.128.26,INFO,%%01INFO/4/IM_LOGFILE_AGING_DELETE(l):CID=0x8060042b;One log file was deleted due to aging. (LogFileName=1#cfcard:/logfile/pads/pads_1_20250502070725.pads.zip),WAN,2025-05-06T21:03:36.147Z,CID=0x8060042b,IM_LOGFILE_AGING_DELETE,,,2025-05-06T21:03:36-0300
50,WAN-RJ-ION-02,10.255.128.28,CLI,"%%01CLI/5/LOGOUT(s):CID=0x80ca2713;The user succeeded in logging out of VTY0. (UserType=SSH, UserName=suporte, RemoteIp=10.19.128.234, VpnName=__LOCAL_OAM_VPN__, Reason=the terminal was closed, LocalIp=10.1.254.242)",WAN,2025-05-06T21:03:40.723Z,CID=0x80ca2713,LOGOUT,,,2025-05-06T21:03:40-0300
51,WAN-RJ-ION-02,10.255.128.28,SSH,"%%01SSH/5/SSH_USER_LOGOUT(s):CID=0x80930466;The SSH user logged out. (ServiceType=stelnet, LogoutReason=Client requested disconnection, UserName=suporte, UserAddress=10.19.128.234, LocalAddress=10.1.254.242, VPNInstanceName=__LOCAL_OAM_VPN__)",WAN,2025-05-06T21:03:41.246Z,CID=0x80930466,SSH_USER_LOGOUT,,,2025-05-06T21:03:41-0300
52,WAN-SP-BER-02,10.255.128.132,INFO,%%01INFO/4/hwICLogFileStorageThrd(t):CID=0x8060042b-OID=1.3.6.1.4.1.2011.5.25.212.2.1;The logfile surplus storage spaces is less than 20 percent. (LogFileType=security),WAN,2025-05-06T21:03:44.127Z,CID=0x8060042b-OID=1.3.6.1.4.1.2011.5.25.212.2.1,hwICLogFileStorageThrd,,,2025-05-06T21:03:44-0300
53,WAN-RJ-CIR-02,10.255.128.178,PORT,"%%01PORT/5/hwOutputRateChangeOverThresholdNotice(t):CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220;The output rate change ratio exceeded the threshold. (IfIndex = 185, InterfaceName = GigabitEthernet0/1/44:2, ThresholdPercent = 50, CurrentStatisticalPeriodRate = 1634 Mbit/s, LastStatisticalPeriodRate = 1034 Mbit/s) ",WAN,2025-05-06T21:05:43.219Z,CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220,hwOutputRateChangeOverThresholdNotice,,,2025-05-06T21:05:43-0300
54,WAN-RJ-CIR-01,10.255.128.154,PORT,"%%01PORT/5/hwOutputRateChangeOverThresholdNotice(t):CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220;The output rate change ratio exceeded the threshold. (IfIndex = 128, InterfaceName = GigabitEthernet0/1/44:0, ThresholdPercent = 50, CurrentStatisticalPeriodRate = 1855 Mbit/s, LastStatisticalPeriodRate = 1148 Mbit/s) ",WAN,2025-05-06T21:05:46.090Z,CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220,hwOutputRateChangeOverThresholdNotice,,,2025-05-06T21:05:46-0300
55,WAN-RJ-ION-01,10.255.128.26,PORT,"%%01PORT/5/hwInputRateChangeOverThresholdNotice(t):CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.219;The input rate change ratio exceeded the threshold. (IfIndex = 266, InterfaceName = 40GE0/1/1, ThresholdPercent = 50, CurrentStatisticalPeriodRate = 1435 Mbit/s, LastStatisticalPeriodRate = 2909 Mbit/s) ",WAN,2025-05-06T21:06:21.781Z,CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.219,hwInputRateChangeOverThresholdNotice,,,2025-05-06T21:06:21-0300
56,WAN-RJ-CIR-02,10.255.128.178,PORT,"%%01PORT/5/hwOutputRateChangeOverThresholdNotice(t):CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220;The output rate change ratio exceeded the threshold. (IfIndex = 189, InterfaceName = GigabitEthernet0/1/45:2, ThresholdPercent = 50, CurrentStatisticalPeriodRate = 2351 Mbit/s, LastStatisticalPeriodRate = 1300 Mbit/s) ",WAN,2025-05-06T21:06:34.857Z,CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220,hwOutputRateChangeOverThresholdNotice,,,2025-05-06T21:06:34-0300
57,WAN-RJ-CIR-01,10.255.128.154,PORT,"%%01PORT/5/hwOutputRateChangeOverThresholdNotice(t):CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220;The output rate change ratio exceeded the threshold. (IfIndex = 132, InterfaceName = GigabitEthernet0/1/45:0, ThresholdPercent = 50, CurrentStatisticalPeriodRate = 1736 Mbit/s, LastStatisticalPeriodRate = 982 Mbit/s) ",WAN,2025-05-06T21:07:44.165Z,CID=0x80fc0012-OID=1.3.6.1.4.1.2011.5.25.157.2.220,hwOutputRateChangeOverThresholdNotice,,,2025-05-06T21:07:44-0300
58,WAN-RJ-CJB-01,10.255.128.7,SSH,"%%01SSH/5/SSH_USER_LOGIN(s):CID=0x80930466;The SSH user succeeded in logging in. (ServiceType=stelnet, UserName=suporte, UserAddress=10.19.128.234, LocalAddress=10.143.73.209, VPNInstanceName=BEVrf)",WAN,2025-05-06T21:09:07.934Z,CID=0x80930466,SSH_USER_LOGIN,,,2025-05-06T21:09:08-0300
